date,risk_spill,risk_highload,risk_shortfall,risk_maint_defer,decision,rationale
2019-03-23,0.6015353297868422,0.5,0.5,0.6015353297868422,Spill advisory & downstream warning,High hydrology/flood signals; consider spill readiness and public alert.
2019-03-24,0.5973808364836516,0.5,0.5,0.5973808364836516,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-03-25,0.6056051654084249,0.5,0.5,0.6056051654084249,Spill advisory & downstream warning,High hydrology/flood signals; consider spill readiness and public alert.
2019-03-26,0.6823577956317064,0.5,0.5,0.6823577956317064,Spill advisory & downstream warning,High hydrology/flood signals; consider spill readiness and public alert.
2019-03-27,0.8124547642921105,0.5,0.5,0.8124547642921105,Spill advisory & downstream warning,High hydrology/flood signals; consider spill readiness and public alert.
2019-03-28,0.5707609356654264,0.5,0.5,0.5707609356654264,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-03-29,0.5931429398887368,0.5,0.5,0.5931429398887368,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-03-30,0.6640368173519277,0.5,0.5,0.6640368173519277,Spill advisory & downstream warning,High hydrology/flood signals; consider spill readiness and public alert.
2019-03-31,0.6977343809011212,0.5,0.5,0.6977343809011212,Spill advisory & downstream warning,High hydrology/flood signals; consider spill readiness and public alert.
2019-04-01,0.5214519885344162,0.5,0.5,0.5214519885344162,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-04-02,0.5668274636102929,0.5,0.5,0.5668274636102929,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-04-03,0.5870846244451198,0.5,0.5,0.5870846244451198,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-04-04,0.5214519885344162,0.5,0.5,0.5214519885344162,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-04-05,0.5184318954678875,0.5,0.5,0.5184318954678875,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-04-06,0.542043725569164,0.5,0.5,0.542043725569164,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-04-07,0.7925141660060745,0.5,0.5,0.7925141660060745,Spill advisory & downstream warning,High hydrology/flood signals; consider spill readiness and public alert.
2019-04-08,0.68888432755216,0.5,0.5,0.68888432755216,Spill advisory & downstream warning,High hydrology/flood signals; consider spill readiness and public alert.
2019-04-09,0.5560715233915253,0.5,0.5,0.5560715233915253,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-04-10,0.5505348910832417,0.5,0.5,0.5505348910832417,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-04-11,0.5560715233915253,0.5,0.5,0.5560715233915253,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-04-12,0.577136253838884,0.5,0.5,0.577136253838884,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-04-13,0.6094250190148378,0.5,0.5,0.6094250190148378,Spill advisory & downstream warning,High hydrology/flood signals; consider spill readiness and public alert.
2019-04-14,0.6008182832672715,0.5,0.5,0.6008182832672715,Spill advisory & downstream warning,High hydrology/flood signals; consider spill readiness and public alert.
2019-04-15,0.6073202437552714,0.5,0.5,0.6073202437552714,Spill advisory & downstream warning,High hydrology/flood signals; consider spill readiness and public alert.
2019-04-16,0.6754115374170321,0.5,0.5,0.6754115374170321,Spill advisory & downstream warning,High hydrology/flood signals; consider spill readiness and public alert.
2019-04-17,0.9533236254275269,0.5,0.5,0.9533236254275269,Spill advisory & downstream warning,High hydrology/flood signals; consider spill readiness and public alert.
2019-04-18,0.6707689100054169,0.5,0.5,1.0,Spill advisory & downstream warning,High hydrology/flood signals; consider spill readiness and public alert.
2019-04-19,0.6494458616419266,0.5,0.5,0.6494458616419266,Spill advisory & downstream warning,High hydrology/flood signals; consider spill readiness and public alert.
2019-04-20,0.6135407982779879,0.5,0.5,0.6135407982779879,Spill advisory & downstream warning,High hydrology/flood signals; consider spill readiness and public alert.
2019-04-21,0.5845603969073259,0.5,0.5,0.5845603969073259,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-04-22,0.5505348910832417,0.5,0.5,0.5505348910832417,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-04-23,0.6094250190148378,0.5,0.5,0.6094250190148378,Spill advisory & downstream warning,High hydrology/flood signals; consider spill readiness and public alert.
2019-04-24,0.5720393409832973,0.5,0.5,0.5720393409832973,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-04-25,0.5668274636102929,0.5,0.5,0.5668274636102929,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-04-26,0.625142626904758,0.5,0.5,0.625142626904758,Spill advisory & downstream warning,High hydrology/flood signals; consider spill readiness and public alert.
2019-04-27,0.6155518863918279,0.5,0.5,0.6155518863918279,Spill advisory & downstream warning,High hydrology/flood signals; consider spill readiness and public alert.
2019-04-28,0.625142626904758,0.5,0.5,0.625142626904758,Spill advisory & downstream warning,High hydrology/flood signals; consider spill readiness and public alert.
2019-04-29,0.6389124593783013,0.5,0.5,0.6389124593783013,Spill advisory & downstream warning,High hydrology/flood signals; consider spill readiness and public alert.
2019-04-30,0.65742492391749,0.5,0.5,0.65742492391749,Spill advisory & downstream warning,High hydrology/flood signals; consider spill readiness and public alert.
2019-05-01,0.4838633705739286,0.5,0.5,0.4838633705739286,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-05-02,0.5444791723494748,0.5,0.5,0.5444791723494748,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-05-03,0.6373299006540794,0.5,0.5,0.6373299006540794,Spill advisory & downstream warning,High hydrology/flood signals; consider spill readiness and public alert.
2019-05-04,0.4893410410490493,0.5,0.5,0.4893410410490493,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-05-05,0.4838633705739286,0.5,0.5,0.4838633705739286,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-05-06,0.47882050639030926,0.5,0.5,0.47882050639030926,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-05-07,0.4514629311170094,0.5,0.5,0.4514629311170094,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-05-08,0.4575426252792191,0.5,0.5,0.4575426252792191,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-05-09,0.6195701185474964,0.5,0.5,1.0,Spill advisory & downstream warning,High hydrology/flood signals; consider spill readiness and public alert.
2019-05-10,0.4484275315017495,0.5,0.5,0.4484275315017495,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-05-11,0.45551505275933046,0.5,0.5,0.45551505275933046,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-05-12,0.4737642681872579,0.5,0.5,0.4737642681872579,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-05-13,0.46804893615273446,0.5,0.5,0.46804893615273446,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-05-14,0.4514629311170094,0.5,0.5,0.4514629311170094,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-05-15,0.447416611319723,0.5,0.5,0.447416611319723,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-05-16,0.44237008903523256,0.5,0.5,0.44237008903523256,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-05-17,0.45348839934346263,0.5,0.5,0.45348839934346263,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-05-18,0.47679938596622384,0.5,0.5,0.47679938596622384,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-05-19,0.4565287407821377,0.5,0.5,0.4565287407821377,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-05-20,0.45855667291543356,0.5,0.5,0.45855667291543356,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-05-21,0.4595708503341668,0.5,0.5,0.4595708503341668,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-05-22,0.4646425157341142,0.5,0.5,0.4646425157341142,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-05-23,0.6259339146969267,0.5,0.5,0.6259339146969267,Spill advisory & downstream warning,High hydrology/flood signals; consider spill readiness and public alert.
2019-05-24,0.5408482549062905,0.5,0.5,0.5408482549062905,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-05-25,0.5057910693643153,0.5,0.5,0.5057910693643153,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-05-26,0.5165244652146452,0.5,0.5,0.5165244652146452,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-05-27,0.5087365730068814,0.5,0.5,0.5087365730068814,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-05-28,0.5165244652146452,0.5,0.5,0.5165244652146452,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-05-29,0.5048064303229762,0.5,0.5,0.5048064303229762,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-05-30,0.5203786083468618,0.5,0.5,0.5203786083468618,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-05-31,0.6316929317130865,0.5,0.5,0.6316929317130865,Spill advisory & downstream warning,High hydrology/flood signals; consider spill readiness and public alert.
2019-06-01,0.39092669479723297,0.5,0.5,0.39092669479723297,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-06-02,0.38738937342189006,0.5,0.5,0.38738937342189006,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-06-03,0.46715944467560533,0.5,0.5,0.46715944467560533,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-06-04,0.388124355543513,0.5,0.5,0.388124355543513,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-06-05,0.38548338510797153,0.5,0.5,0.38548338510797153,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-06-06,0.3882714774760826,0.5,0.5,0.3882714774760826,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-06-07,0.4713536461197392,0.5,0.5,0.4713536461197392,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-06-08,0.39836827351835724,0.5,0.5,0.39836827351835724,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-06-09,0.39582772608030237,0.5,0.5,0.39582772608030237,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-06-10,0.43204984718780826,0.5,0.5,0.43204984718780826,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-06-11,0.39779034090489307,0.5,0.5,0.39779034090489307,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-06-12,0.3964245694042543,0.5,0.5,0.3964245694042543,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-06-13,0.3973209175633817,0.5,0.5,0.3973209175633817,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-06-14,0.3976199858597933,0.5,0.5,0.3976199858597933,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-06-15,0.3973209175633817,0.5,0.5,0.3973209175633817,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-06-16,0.3988176650216685,0.5,0.5,0.3988176650216685,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-06-17,0.3973209175633817,0.5,0.5,0.3973209175633817,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-06-18,0.3974704339825781,0.5,0.5,0.3974704339825781,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-06-19,0.42402494563517146,0.5,0.5,0.42402494563517146,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-06-20,0.41114930115995796,0.5,0.5,0.41114930115995796,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-06-21,0.3932977497411603,0.5,0.5,0.3932977497411603,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-06-22,0.5381688715256339,0.5,0.5,0.5381688715256339,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-06-23,0.6042433105379729,0.5,0.5,0.6042433105379729,Spill advisory & downstream warning,High hydrology/flood signals; consider spill readiness and public alert.
2019-06-24,0.4648186649689322,0.5,0.5,0.4648186649689322,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-06-25,1.0,0.5,0.5,1.0,Spill advisory & downstream warning,High hydrology/flood signals; consider spill readiness and public alert.
2019-06-26,0.4055942474512636,0.5,0.5,0.4055942474512636,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-06-27,0.40680556400376033,0.5,0.5,0.40680556400376033,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-06-28,0.453717981799588,0.5,0.5,0.453717981799588,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-06-29,0.40347906139900425,0.5,0.5,0.40347906139900425,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-06-30,0.6922959940245061,0.5,0.5,0.6922959940245061,Spill advisory & downstream warning,High hydrology/flood signals; consider spill readiness and public alert.
2019-07-01,0.2936420990165738,0.5,0.5,0.2936420990165738,Prepare peak hour support,Moderate high-load risk; line up support.
2019-07-02,0.28484396876252704,0.5,0.5,0.28484396876252704,Prepare peak hour support,Moderate high-load risk; line up support.
2019-07-03,0.2899840722302851,0.5,0.5,0.2899840722302851,Prepare peak hour support,Moderate high-load risk; line up support.
2019-07-04,0.2931297854087619,0.5,0.5,0.2931297854087619,Prepare peak hour support,Moderate high-load risk; line up support.
2019-07-05,0.29113823622060664,0.5,0.5,0.29113823622060664,Prepare peak hour support,Moderate high-load risk; line up support.
2019-07-06,0.310087492870764,0.5,0.5,0.310087492870764,Prepare peak hour support,Moderate high-load risk; line up support.
2019-07-07,0.3205638421272551,0.5,0.5,0.3205638421272551,Prepare peak hour support,Moderate high-load risk; line up support.
2019-07-08,0.38421663123866634,0.5,0.5,0.38421663123866634,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-07-09,0.4725699765222283,0.5,0.5,0.4725699765222283,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-07-10,1.0,0.5,0.5,1.0,Spill advisory & downstream warning,High hydrology/flood signals; consider spill readiness and public alert.
2019-07-11,0.5299628413372679,0.5,0.5,0.5299628413372679,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-07-12,0.653413349340143,0.5,0.5,0.653413349340143,Spill advisory & downstream warning,High hydrology/flood signals; consider spill readiness and public alert.
2019-07-13,0.4799374037310008,0.5,0.5,0.4799374037310008,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-07-14,0.43184614822080447,0.5,0.5,0.43184614822080447,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-07-15,0.5065150560037212,0.5,0.5,0.5065150560037212,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-07-16,0.32310928668609584,0.5,0.5,0.32310928668609584,Prepare peak hour support,Moderate high-load risk; line up support.
2019-07-17,0.3070732647044039,0.5,0.5,0.3070732647044039,Prepare peak hour support,Moderate high-load risk; line up support.
2019-07-18,0.3065466938336632,0.5,0.5,0.3065466938336632,Prepare peak hour support,Moderate high-load risk; line up support.
2019-07-19,0.3450996855679246,0.5,0.5,0.3450996855679246,Prepare peak hour support,Moderate high-load risk; line up support.
2019-07-20,0.3646409353770942,0.5,0.5,0.3646409353770942,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-07-21,0.4810909999066999,0.5,0.5,0.4810909999066999,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-07-22,0.5735357906245697,0.5,0.5,0.5735357906245697,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-07-23,0.4903881943220725,0.5,0.5,0.4903881943220725,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-07-24,0.6541182214665284,0.5,0.5,0.6541182214665284,Spill advisory & downstream warning,High hydrology/flood signals; consider spill readiness and public alert.
2019-07-25,1.0,0.5,0.5,1.0,Spill advisory & downstream warning,High hydrology/flood signals; consider spill readiness and public alert.
2019-07-26,0.4626481200319039,0.5,0.5,0.4626481200319039,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-07-27,0.3593610324366283,0.5,0.5,0.3593610324366283,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-07-28,0.3509822628860044,0.5,0.5,0.3509822628860044,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-07-29,0.32973927973405015,0.5,0.5,0.32973927973405015,Prepare peak hour support,Moderate high-load risk; line up support.
2019-07-30,0.32915573770746254,0.5,0.5,0.32915573770746254,Prepare peak hour support,Moderate high-load risk; line up support.
2019-07-31,0.32920977308082955,0.5,0.5,0.32920977308082955,Prepare peak hour support,Moderate high-load risk; line up support.
2019-08-01,0.6139059119614872,0.5,0.5,0.6139059119614872,Spill advisory & downstream warning,High hydrology/flood signals; consider spill readiness and public alert.
2019-08-02,0.33964302822285775,0.5,0.5,0.33964302822285775,Prepare peak hour support,Moderate high-load risk; line up support.
2019-08-03,0.3486107341403818,0.5,0.5,0.3486107341403818,Prepare peak hour support,Moderate high-load risk; line up support.
2019-08-04,0.3643329601393285,0.5,0.5,0.3643329601393285,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-08-05,0.6263290141053626,0.5,0.5,0.6263290141053626,Spill advisory & downstream warning,High hydrology/flood signals; consider spill readiness and public alert.
2019-08-06,0.38656790338329805,0.5,0.5,0.38656790338329805,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-08-07,0.4110982249743844,0.5,0.5,0.4110982249743844,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-08-08,0.3610407048967502,0.5,0.5,0.3610407048967502,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-08-09,0.34246447328003515,0.5,0.5,0.34246447328003515,Prepare peak hour support,Moderate high-load risk; line up support.
2019-08-10,0.3499001034525935,0.5,0.5,0.3499001034525935,Prepare peak hour support,Moderate high-load risk; line up support.
2019-08-11,0.34545367839987273,0.5,0.5,0.34545367839987273,Prepare peak hour support,Moderate high-load risk; line up support.
2019-08-12,0.3354639137630693,0.5,0.5,0.3354639137630693,Prepare peak hour support,Moderate high-load risk; line up support.
2019-08-13,0.33421031503350807,0.5,0.5,0.33421031503350807,Prepare peak hour support,Moderate high-load risk; line up support.
2019-08-14,0.357180675835447,0.5,0.5,0.357180675835447,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-08-15,0.3302395835788612,0.5,0.5,0.3302395835788612,Prepare peak hour support,Moderate high-load risk; line up support.
2019-08-16,0.4677261272164416,0.5,0.5,0.4677261272164416,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-08-17,0.32778990047445644,0.5,0.5,0.32778990047445644,Prepare peak hour support,Moderate high-load risk; line up support.
2019-08-18,0.7969972539610266,0.5,0.5,0.7969972539610266,Spill advisory & downstream warning,High hydrology/flood signals; consider spill readiness and public alert.
2019-08-19,0.6308895039176918,0.5,0.5,0.6308895039176918,Spill advisory & downstream warning,High hydrology/flood signals; consider spill readiness and public alert.
2019-08-20,0.3368497891279143,0.5,0.5,0.3368497891279143,Prepare peak hour support,Moderate high-load risk; line up support.
2019-08-21,0.3221321730602823,0.5,0.5,0.3221321730602823,Prepare peak hour support,Moderate high-load risk; line up support.
2019-08-22,0.6074936270236259,0.5,0.5,0.6074936270236259,Spill advisory & downstream warning,High hydrology/flood signals; consider spill readiness and public alert.
2019-08-23,0.3292970222683973,0.5,0.5,0.3292970222683973,Prepare peak hour support,Moderate high-load risk; line up support.
2019-08-24,0.44960616011152543,0.5,0.5,0.44960616011152543,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-08-25,0.47981888604430956,0.5,0.5,0.47981888604430956,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
2019-08-26,0.3512490143612381,0.5,0.5,0.3512490143612381,Monitor inflows; pre-position spillway crew,Moderate spill risk; ensure readiness.
